materia,dim,antes,despues,evidencia
Diseño de Experiencia,DV10,3,2,"Evidencia verificada: unidad 'Sistemas interactivos y tecnologías híbridas' (tótems, RA, señalética digital) y actividad 'Diseñar prototipos interactivos o simulaciones virtuales'. Lo digital se aplica como capa del sistema espacial y como herramienta de evaluación; el fin de aprendizaje no menciona"
Diseño de Experiencia,DV11,2,3,"Refutación fallida: 'proyección de sistemas complejos de orientación' está en el fin de aprendizaje; hay contenidos de 'sistemas de orientación sistémicos', talleres de 'matrices de sistemas de guiado/orientación' y el 'proyecto integral de sistema de guiado' que se evalúa en los parciales (60%) más"
Diseño de Experiencia,DV13,3,2,"Evidencia verificada: 'Diseñar prototipos interactivos o simulaciones virtuales para evaluación' (actividad independiente) y 'rigor constructivo' en críticas grupales. El prototipado se aplica como medio de evaluación, pero el fin de aprendizaje habla de 'proyección' de sistemas, no de materializaci"
Diseño de Experiencia,NC3,3,0,"Verificado por búsqueda exhaustiva: el programa no contiene ninguna mención a propuesta de valor, beneficio de una oferta ni pertinencia comercial de la propuesta. Los 'momentos de deleite' y el diseño de servicios son calidad de experiencia, no definición de oferta. El 3 original era insostenible; "
Diseño de Experiencia,NC4,2,0,"Verificado: no existe en objetivos, contenidos, actividades ni criterios mención alguna a posicionamiento, competidores, alternativas o diferenciación de oferta. 'Comunicación visual corporativa y comercial' es gráfica espacial, no estrategia competitiva. 0 es correcto."
Diseño de Experiencia,NC5,3,2,"Evidencia verificada: 'prototipos interactivos o simulaciones virtuales para evaluación de sistemas de navegación' y 'simulaciones de accesibilidad física y sensorial... para evaluar la inclusión espacial'. La validación se ejerce en actividades, pero no es resultado del fin de aprendizaje ni criter"
Diseño de Experiencia,NC7,2,0,"Verificado: no hay contenido sobre cómo una iniciativa crea, entrega o captura valor. La única mención de negocio es 'vinculación con el contexto de negocio' como criterio de crítica grupal, referencia genérica que no introduce el concepto de modelo de negocio; el diseño de servicios del programa es"
Diseño de Experiencia,NC9,2,0,"Verificado: no existe organización de recursos, proveedores, tiempos ni procesos de producción en el programa. Los 'documentos técnicos de requerimientos' y la 'definición de requerimientos tangibles' son entregables de especificación de diseño, no gestión de implementación; 'gestionar proyectos' de"
Diseño de Experiencia,NC10,2,0,"Verificado: la 'omnicanalidad' del programa ('Sincronización entre el entorno físico y la experiencia digital', 'Coherencia de marca en sistemas unificados') es coherencia de experiencia, no canales de venta, promoción ni distribución; 'evaluación de mercado' son las auditorías de legibilidad en ent"
Diseño de Experiencia,NC11,3,1,"Evidencia verificada en actividad bajo conducción: críticas grupales 'evaluando la viabilidad metodológica... y su vinculación con el contexto de negocio'. Es una referencia introductoria dentro de un criterio de crítica, sin contenidos temáticos de viabilidad operativa o sostenibilidad ni ponderaci"
Diseño de Interfaz,DV3,3,2,"La evidencia existe: 'Tipografía' y 'Tipografía responsiva' aparecen como contenidos dentro de sistemas de diseño y prototipos responsivos. Pero el fin de aprendizaje es diseñar interfaces responsivas y los criterios evalúan responsividad/accesibilidad/coherencia visual, nunca la tipografía como pro"
Diseño de Interfaz,DV5,2,1,"Solo ""Direcciones visuales"" como contenido; no hay construcción ni aplicación de conceptos que articulen intención, forma y contenido"
Diseño de Interfaz,DV6,3,2,"El curso aplica comunicación visual al diseñar para 'una diversidad de usuarios web' (color, iconografía, navegación), pero la dimensión exige 'formulación de mensajes visuales para públicos específicos' como producto: los criterios de evaluación miden responsividad, accesibilidad y coherencia visua"
Diseño de Interfaz,DV7,1,0,"No aparece en el programa: no hay identidad, marca ni lenguajes de reconocimiento (los ""Sistemas de Diseño Flexibles"" son sistemas de UI, ya contados en DV11)"
Diseño de Interfaz,DV12,2,3,"La evidencia es textual y fuerte: el fin de aprendizaje dice que las interfaces 'se sustentarán en un proceso moderno de wireframing, prototipado interactivo y validación colaborativa'; hay una unidad completa ('Accesibilidad Digital y Retroalimentación de Usabilidad') con 'Obtener retroalimentación"
Diseño de Interfaz,DV14,1,2,"'Dirigir artísticamente y documentar prototipos digitales en tu portafolio' es verbo de aplicación sobre el proyecto propio, y 'Direcciones visuales' es contenido del sistema de diseño; supera el nivel introductorio (1). Pero la dirección de arte no aparece en el fin de aprendizaje ni en los criteri"
Diseño de Interfaz,NC2,2,1,"Solo se introducen ""puntos de dolor mediante diagramas de flujo de usuario"" en discusión de clase; no hay detección aplicada de oportunidades de valor"
Diseño de Interfaz,NC3,2,0,"Intenté refutar el 0 buscando al menos nivel 1: 'Derechos y Necesidades de los Usuarios' y 'Empoderar a los usuarios' mapean a comprensión de audiencias (NC1), no a definición de beneficio/pertinencia de una oferta. Las 'propuestas' que se comunican son propuestas de diseño al equipo mediante protot"
Diseño de Interfaz,NC4,1,0,"No aparece en el programa: sin mención de competidores, alternativas ni diferenciación"
Diseño de Interfaz,NC6,3,2,"La evidencia existe: 'Especifica reglas en un sistema de diseño digital para desarrolladores', 'Comunicar funcionalidades a desarrolladores' y validación 'antes del lanzamiento' aplican la transformación del diseño en algo implementable. Pero el producto central evaluado es el prototipo responsivo ("
Diseño de Interfaz,NC7,1,0,"No aparece en el programa: sin mención de creación, entrega o captura de valor"
Diseño de Interfaz,NC9,2,1,"Solo introduce elementos de proceso de ejecución (""Rastrear y priorizar cambios"", ""Buscar aprobaciones""); no hay organización de recursos, proveedores ni tiempos"
Diseño de Interfaz,NC10,1,0,"""antes del lanzamiento"" es mención contextual de un hito; no hay contenidos de canales, promoción, venta ni distribución"
Diseño de Interfaz,NC11,2,0,"No hay nada refutable: el programa no contiene contenidos, actividades ni criterios sobre operar, sostenerse económicamente o mantener pertinencia bajo condiciones reales. 'Mostrar adaptabilidad frente al cambio tecnológico' es adaptabilidad personal del alumno, no viabilidad de una oferta. Ausencia"
Diseño de Interfaz,NC12,1,2,"La evidencia es textual: el fin de aprendizaje establece validación 'con equipos de diseño, desarrolladores y clientes'; los contenidos incluyen 'Diseñadores', 'Clientes', 'Desarrolladores', 'Buscar aprobaciones' y 'Rastrear y priorizar cambios'; la actividad 'Comunicar propuestas al equipo mediante"
Estudio de Estrategia y de Servicios,DV1,2,0,"El programa no menciona forma, color, contraste, escala, ritmo ni jerarquía en ningún apartado. 'Mapeo y visualización del servicio' corresponde a DV9 y el prototipado a DV13; no hay evidencia de lenguaje visual intencional. 0 es correcto."
Estudio de Estrategia y de Servicios,DV2,2,0,"No existe contenido sobre composición u organización espacial de elementos visuales. Los blueprints/mapas de servicio son representación de sistemas (DV9), no ejercicio compositivo. 0 es correcto."
Estudio de Estrategia y de Servicios,DV3,1,0,"No aparece en el programa: la tipografía no figura en contenidos, objetivos ni actividades"
Estudio de Estrategia y de Servicios,DV4,1,0,"No aparece en el programa: no hay fotografía, ilustración ni tratamiento de imagen"
Estudio de Estrategia y de Servicios,DV5,3,2,"La ideación ('Métodos y herramientas de ideación', 'Desarrollar las propuestas de servicio') se aplica dentro del proyecto, pero el fin de aprendizaje y los criterios evalúan el servicio diseñado como sistema, no la construcción conceptual en sí. Aplica=2 es correcto."
Estudio de Estrategia y de Servicios,DV6,3,1,"'Comunicación estratégica del proyecto' existe como tema, pero lo que se practica es presentar el propio proyecto (avances y entrega), competencia que el instrumento asigna a DV15. No hay formulación de mensajes visuales para públicos específicos como objeto de diseño; queda como concepto introducid"
Estudio de Estrategia y de Servicios,DV7,2,0,"No hay contenido de identidad visual, marca ni lenguajes de reconocimiento. 'Posicionamiento y diferenciación del servicio en el mercado' es estrategia competitiva (NC4), no construcción de marca. 0 es correcto."
Estudio de Estrategia y de Servicios,DV10,3,2,"Se diseñan servicios 'físicos, digitales e híbridos' con 'Prototipado de media y alta fidelidad' en puntos de contacto, lo que aplica diseño digital; pero el resultado central evaluable es el servicio como sistema (los touchpoints pueden no ser digitales), no la interfaz. Aplica=2 es correcto."
Estudio de Estrategia y de Servicios,DV11,3,0,"'Pensamiento sistémico en el diseño' y 'El servicio como sistema' refieren a sistemas de servicio (orquestación frente/detrás de línea visible), no a reglas visuales consistentes y escalables. No hay evidencia alguna de sistemas visuales. 0 es correcto."
Estudio de Estrategia y de Servicios,DV14,2,0,"Ningún objetivo, contenido ni actividad menciona definir o supervisar el lenguaje visual de un proyecto. 0 es correcto."
Estudio de Estrategia y de Servicios,DV15,3,2,"La argumentación se aplica en 'sesiones de crítica creativa' con retroalimentación sobre 'hallazgos, decisiones', pero el fin de aprendizaje no incluye justificación/evaluación de decisiones y los criterios evalúan el proyecto, no la argumentación como producto. Aplica=2 es correcto."
Estudio de Estrategia y de Servicios,NC3,3,2,"'Propuesta de valor' aparece como subtema y el fin de aprendizaje pide soluciones 'en beneficio de los diferentes actores', pero ese beneficio es cualificador del propósito, no el producto principal evaluado (que es el servicio diseñado). Aplica=2 es correcto."
Estudio de Estrategia y de Servicios,NC4,3,1,'Posicionamiento y diferenciación del servicio en el mercado' es solo un subtema de 'Pensamiento estratégico de diseño'; ninguna actividad de aprendizaje ni criterio de evaluación lo aplica explícitamente en el proyecto. Introduce=1 es correcto.
Estudio de Estrategia y de Servicios,NC5,3,2,"La unidad 'Ideación, priorización y validación de soluciones' y las 'iteraciones del servicio' aplican validación dentro del proyecto, pero el fin de aprendizaje (investigación, análisis sistémico, definición de soluciones) no incluye la validación como resultado, ni figura en criterios. Aplica=2 es"
Estudio de Estrategia y de Servicios,NC7,3,0,"No hay contenido sobre cómo la iniciativa crea, entrega y captura valor económico. 'Propuesta de valor' es evidencia de NC3 (contarla aquí duplicaría) y 'Contexto de la industria: economía' es contexto sectorial, no modelo de negocio. 0 es correcto."
Estudio de Estrategia y de Servicios,NC8,1,0,"No aparece en el programa: sin mención de propiedad intelectual, registro ni protección de marcas u obras"
Estudio de Estrategia y de Servicios,NC9,3,2,"El diseño de procesos y del backstage ('frente y detrás de la línea visible', 'dimensiones visibles e internas') aplica procesos de ejecución dentro del proyecto, pero nunca se organizan recursos, proveedores ni tiempos de producción real, y aunque 'soluciones en los procesos' está en el fin, lo eva"
Estudio de Estrategia y de Servicios,NC10,3,0,"No existe contenido sobre canales, promoción, venta ni distribución; la única mención de mercado es el posicionamiento (NC4). 0 es correcto."
Estudio de Estrategia y de Servicios,NC11,3,1,"'Contexto de la industria: economía, sostenibilidad e innovación' introduce el concepto, pero ninguna actividad ni criterio evalúa la viabilidad o sostenibilidad de las soluciones propuestas. Introduce=1 es correcto."
Estudio de Estrategia y de Servicios,NC12,3,0,"No hay objetivos ni contenidos de gestión de alcance, equipos, clientes o riesgos; 'registro y documentación del proceso' y 'planeación de investigación' pertenecen a DV12, y las entregas por avances son estructura del curso, no competencia enseñada. 0 es correcto."
Estudio Integral de Diseño Visual y Negocios Creativos,DV1,3,2,"La evidencia existe: 2.3 nombra logotipo, paleta y tipografía como componentes del sistema de identidad, y el lenguaje visual se ejerce al producir el brandbook y las piezas (25%+20%). Pero ni el fin de aprendizaje ni los criterios nombran el dominio del lenguaje visual como resultado; lo evaluado s"
Estudio Integral de Diseño Visual y Negocios Creativos,DV2,3,2,Composición no aparece como contenido ni criterio en ninguna unidad; se ejerce inevitablemente al producir colaterales (2.4) y piezas (3.5). Aplicada dentro del proyecto sin ser resultado nombrado ni evaluable por sí misma: 2 es el nivel correcto.
Estudio Integral de Diseño Visual y Negocios Creativos,DV3,3,2,"'Tipografía' aparece una sola vez (2.3) como componente del sistema de identidad. Aunque ese sistema se evalúa al 20%, lo central evaluable es el sistema/brandbook completo (DV7/DV11), no la selección o diseño tipográfico como producto propio. Aplicación dentro del entregable: 2."
Estudio Integral de Diseño Visual y Negocios Creativos,DV4,3,0,"Refutación intentada y fallida: no hay fotografía ni ilustración en fines, contenidos ni actividades. Las 'imágenes HD' del criterio del 10% son documentación del proyecto para Behance (4.4), no creación ni tratamiento de imagen como competencia; los 'mockups' de 3.5 corresponden a DV13 (el instrume"
Estudio Integral de Diseño Visual y Negocios Creativos,DV9,2,0,"No existe mención a visualización de datos, información o sistemas. 1.2 habla de 'datos y casos' como panorama discursivo, no de representarlos visualmente; 'documentar hallazgos' y 'archivo de investigación' son documentación, no diseño de información. El brandbook mapea a DV7/DV11, no a DV9. 0 cor"
Estudio Integral de Diseño Visual y Negocios Creativos,DV10,3,1,"Lo digital aparece solo como soporte de piezas gráficas: 'colaterales físicos y digitales' (2.4), 'prototipos físicos y digitales' (3.5) y 'logo animado' (motion, no interacción). No hay interfaces, comportamientos ni experiencias digitales como contenido, actividad o criterio, así que no llega a ap"
Estudio Integral de Diseño Visual y Negocios Creativos,DV14,3,2,"La evidencia es exacta: 'dirección de arte' aparece explícita en 3.3 dentro de la conceptualización y se ejerce en el proyecto y la agencia, pero el criterio del 25% nombra 'investigación, estrategia y producción de piezas', no la dirección de arte, y tampoco figura en el fin. Aplicada, no resultado"
Estudio Integral de Diseño Visual y Negocios Creativos,NC1,3,2,"'Audiencia' aparece solo como elemento de la definición del proyecto (3.1); la investigación evaluada (3.2, criterio 25%) se orienta a contexto, referentes y benchmarking, no a estudio de necesidades, hábitos o motivaciones de públicos. Aplicación dentro del proyecto, no resultado central: 2."
Estudio Integral de Diseño Visual y Negocios Creativos,NC2,3,2,"'Oportunidad de diseño' se define en 3.1 y se ejerce al plantear el proyecto de impacto; 1.2 introduce el valor económico del diseño. La identificación de la oportunidad es un paso hacia el proyecto evaluado, no un resultado nombrado en los criterios. 2 correcto."
Estudio Integral de Diseño Visual y Negocios Creativos,NC5,3,0,"Refutación fallida: todas las instancias de retroalimentación del programa son con docente, pares y jurado profesional (Design Crit, cortes, pitch ante jurado externo). Docentes y jurados no son usuarios; no hay comprobación de deseabilidad, adopción o funcionamiento con públicos reales en contenido"
Estudio Integral de Diseño Visual y Negocios Creativos,NC7,3,2,"1.3 introduce modelos de negocio de la industria y el pitch exige 'argumentar decisiones creativas, estratégicas y de negocio' de la agencia propia (aplicación). Pero ningún criterio evalúa un modelo de negocio como entregable: lo evaluado es naming/manifiesto (15%), identidad (20%) y pitch (20%). 2"
Estudio Integral de Diseño Visual y Negocios Creativos,NC9,3,2,"4.3 ('montaje, impresión y piezas físicas') y la preparación de exhibición son ejecución aplicada real de producción, pero no hay contenido ni criterio sobre organización de proveedores, tiempos y procesos; la 'producción de piezas' del criterio 25% mapea a DV13. Aplicación sin ser resultado central"
Estudio Integral de Diseño Visual y Negocios Creativos,NC10,3,2,"3.4 ('touchpoints, canales y plan de medios') se ejerce en el proyecto y cae bajo 'estrategia' del criterio 25%, lo que tienta al 3; pero lo evaluado es estrategia de comunicación (promoción/canales), y el núcleo de la dimensión —comercialización, venta y distribución— no aparece en ninguna parte. A"
Estudio Integral de Diseño Visual y Negocios Creativos,NC11,3,1,"'Sostenibilidad' aparece únicamente en 1.3 como panorama introductorio de la industria. No hay actividad de análisis de costos, operación o sostenibilidad de la agencia propia; 'argumentar decisiones de negocio' en el pitch no especifica viabilidad, y 'visión de negocio' del fin es genérica. Introdu"
Estudio Integral de Diseño Visual y Negocios Creativos,NC12,3,2,"La evidencia citada es incompleta y el nivel 1 es inconsistente con la propia escala y con el fallo del auditor en NC9. Los alumnos aplican la dimensión de facto: entregas por cortes con incorporación de mejoras (coordinación de entregables), desarrollo autogestionado del proyecto completo (investig"
Programa de Evaluación Final I,DV1,2,0,"Refutación fallida: no hay contenido, objetivo ni criterio sobre forma, color, contraste o jerarquía. La única mención tangencial ('Producir proyectos de alto nivel estratégico, ejecución y diseño') es actividad genérica que no introduce lenguaje visual; los 4 criterios evaluados (problema, marcos, "
Programa de Evaluación Final I,DV2,2,0,"Ningún contenido trata organización espacial o compositiva. La estructura mencionada en el programa es de documentos (estructura de marco teórico/referencial), no de elementos visuales. 0 correcto."
Programa de Evaluación Final I,DV3,1,0,"No aparece: 'Investigación documental y uso de APA' es formato de citación académica, no sistemas tipográficos."
Programa de Evaluación Final I,DV4,2,0,"No aparece fotografía, ilustración ni tratamiento de imagen en contenidos, actividades ni criterios. 0 correcto."
Programa de Evaluación Final I,DV5,3,1,"La evidencia existe (actividad 'Aplicar herramientas de análisis, búsqueda y creatividad para sus proyectos'). Aunque el verbo es 'aplicar', lo que se aplica son herramientas genéricas de creatividad, no la construcción de un concepto que articule intención, forma y contenido; los productos evaluado"
Programa de Evaluación Final I,DV6,3,0,"'Presentar de forma dinámica y estratégica sus proyectos' es exposición académica del avance de investigación, no formulación de mensajes visuales para públicos y contextos específicos. Ningún contenido u objetivo trata comunicación visual. 0 defendible."
Programa de Evaluación Final I,DV7,2,0,"La 'Auditoría de la competencia y benchmark' (2.2) sirve al marco referencial del proyecto de investigación; es análisis referencial, no construcción de identidades, marcas o lenguajes de reconocimiento ni introducción de conceptos de branding. 0 defendible."
Programa de Evaluación Final I,DV8,1,0,"No aparece: la estructura del documento de PEF con APA es redacción académica, no diseño editorial."
Programa de Evaluación Final I,DV9,2,0,No hay síntesis ni representación visual de datos en ningún apartado; incluso la sección de modalidades tecnológicas está vacía. 0 correcto.
Programa de Evaluación Final I,DV10,2,0,"Sin interfaces, comportamientos ni experiencias digitales en contenidos, actividades o criterios. 0 correcto."
Programa de Evaluación Final I,DV11,2,0,"No se crean reglas o sistemas visuales; el curso llega hasta problema, marcos y metodología. 0 correcto."
Programa de Evaluación Final I,DV13,3,0,"Sin materialización, maquetas ni prototipos. 'Implementación de métodos' (3.3) refiere a métodos de la metodología de diseño (investigación), no a producción técnica; los 4 criterios evaluados son documentos. 0 defendible."
Programa de Evaluación Final I,DV14,2,0,No hay definición ni supervisión de lenguaje visual de proyecto; no existe todavía producto visual que dirigir. 0 correcto.
Programa de Evaluación Final I,DV15,3,2,"Caso limítrofe pero defendible: la crítica se aplica ('Analizar proyectos por medio de críticas grupales') y el marco 'que sustente el desarrollo del Proyecto' implica justificación, pero la dimensión es justificación/evaluación de decisiones de diseño y aquí lo evaluado (problema, marcos, metodolog"
Programa de Evaluación Final I,NC1,3,1,"La evidencia existe (1.2 'Exploración de temáticas problemas y/o necesidades'), pero la investigación es documental (1.3) y no hay estudio de públicos, hábitos ni motivaciones; la exploración de necesidades es temática, no de audiencias. 1 (introducido) es defendible; 2 requeriría ejercitar comprens"
Programa de Evaluación Final I,NC3,3,0,"Ningún contenido u objetivo define beneficio, oferta o propuesta de valor; el benchmark (2.2) analiza competencia, no define la propia oferta. 0 correcto."
Programa de Evaluación Final I,NC5,3,0,"La 'investigación exploratoria sistemática' del fin de aprendizaje se concreta como investigación documental con APA; no hay comprobación con usuarios de deseabilidad, adopción o funcionamiento. 0 correcto."
Programa de Evaluación Final I,NC6,3,0,"El curso concluye en problema, marcos y metodología; no se transforma ninguna idea en oferta implementable. 0 correcto."
Programa de Evaluación Final I,NC7,2,0,"Sin contenidos sobre creación, entrega o captura de valor; nada de modelo de negocio. 0 correcto."
Programa de Evaluación Final I,NC8,1,0,"No aparece: el 'uso de APA' es citación académica, no protección o aprovechamiento de marcas, obras o diseños."
Programa de Evaluación Final I,NC9,2,0,"Sin organización de recursos, proveedores, tiempos o procesos de ejecución; 'Implementación de métodos' (3.3) es metodológica-investigativa, no productiva. 0 correcto."
Programa de Evaluación Final I,NC10,2,0,"Sin canales, promoción, venta ni distribución en ningún apartado. 0 correcto."
Programa de Evaluación Final I,NC11,3,0,"No se analiza viabilidad ni sostenibilidad de una iniciativa; el benchmark es referencial (competencia), no de viabilidad. 0 correcto."
Programa de Evaluación Final I,NC12,3,2,"La evidencia existe y el nivel es exacto: 'Aplicar herramientas de gestión para proyectos en equipo' y 'Gestionar tareas en trabajos en equipo' son aplicación dentro del trabajo del curso (nivel 2), pero la gestión no figura en los criterios de evaluación (problema, marcos, metodología), por lo que "
Programa de Evaluación Final II,DV1,3,2,"'Desarrollo gráfico' y 'Producir proyectos de alto nivel estratégico, ejecución y diseño' existen textualmente; el lenguaje visual se aplica en el proyecto pero el fin de aprendizaje y los criterios (porcentajes genéricos) nunca lo hacen resultado central evaluable. 2 es el nivel exacto."
Programa de Evaluación Final II,DV2,3,2,"Inconsistente con el propio estándar del auditor: si 'Desarrollo gráfico' + 'proyectos de alto nivel de diseño' justifican DV1=2, la organización espacial/estructural de elementos es igualmente constitutiva de todo desarrollo gráfico (no es una disciplina seleccionable como tipografía o foto). Se ap"
Programa de Evaluación Final II,DV3,2,0,"Cierto: tipografía no aparece en contenidos, objetivos ni actividades. Es disciplina específica y el programa dice que las disciplinas se 'integran y seleccionan de acuerdo a un problema en específico', o sea contingentes; sin mención textual, 0."
Programa de Evaluación Final II,DV4,3,0,"Confirmado: no hay ninguna mención de fotografía, ilustración ni tratamiento de imagen en todo el programa. Disciplina específica no garantizada; 0."
Programa de Evaluación Final II,DV6,3,0,"Confirmado: no se mencionan mensajes, públicos ni contextos de comunicación en ningún apartado; el fin habla de 'necesidades en un proyecto de diseño' sin audiencia. La dimensión exige formulación para públicos específicos, sin apoyo textual alguno; 0."
Programa de Evaluación Final II,DV7,3,0,"Confirmado: cero menciones de identidad, marca o lenguajes de reconocimiento; 0."
Programa de Evaluación Final II,DV8,2,0,"El 'Documento de investigación final' existe bajo Conclusiones pero es evidencia de investigación (DV12), no organización secuencial de textos e imágenes en medios editoriales; el programa no evalúa su diseño editorial. 0 defendible."
Programa de Evaluación Final II,DV9,3,0,"El 'Mapa de inspiración' está bajo Conceptualización (moodboard/referencias), no es síntesis ni representación visual de datos o sistemas; no hay otra mención de visualización de información. 0."
Programa de Evaluación Final II,DV10,3,0,"Confirmado: sin mención de interfaces, interacción, comportamientos ni experiencias digitales; 0."
Programa de Evaluación Final II,DV11,3,0,"Confirmado: sin mención de reglas visuales consistentes, adaptables o escalables; 0."
Programa de Evaluación Final II,DV14,3,0,"'Elaborar trabajos en conjunto con equipos creativos' es colaboración, no definición/supervisión del lenguaje visual de otros; el programa nunca plantea rol de dirección. 0 defendible."
Programa de Evaluación Final II,DV15,3,2,"Las citas existen (críticas grupales; Presentación final; 'Presentar de forma dinámica y estratégica'; Exhibición/Presentaciones 5%). Se aplica y se evalúa marginalmente (5%), pero la argumentación no es el producto central (proyecto final 40%, fin de aprendizaje no la incluye); 2 exacto."
Programa de Evaluación Final II,NC1,3,0,"Confirmado: ninguna mención de audiencias, públicos, usuarios ni sus necesidades/hábitos; 'resolver las necesidades en un proyecto' refiere al proyecto, no a públicos. 0."
Programa de Evaluación Final II,NC2,3,0,"'Innovación y estrategia de diseño' es un tema de conceptualización del proyecto, no detección de oportunidades; y 'de acuerdo a un problema en específico' confirma que el problema se recibe, no se detecta. 0 defendible."
Programa de Evaluación Final II,NC3,3,2,"'Propuesta de valor' es contenido textual explícito bajo Conceptualización y se aplica al proyecto capstone (nivel 2), pero no aparece en el fin de aprendizaje ni como criterio/producto principal de evaluación; 2 exacto."
Programa de Evaluación Final II,NC4,3,0,"Confirmado: sin mención de posicionamiento, diferenciación, alternativas ni competidores; 0."
Programa de Evaluación Final II,NC5,3,2,"'Validación de los artefactos' y 'Correcciones y ajustes' son contenidos textuales del Proceso Creativo aplicados al proyecto (comprobación de funcionamiento/pertinencia = nivel 2), pero no son resultado central evaluable; 2 exacto."
Programa de Evaluación Final II,NC6,3,0,"'Elaboración de prototipos' es materialización técnica (DV13), no transformación de la idea en oferta implementable como producto/servicio; no hay mención de oferta, servicio o experiencia comercializable. 0 defendible."
Programa de Evaluación Final II,NC7,3,0,"Confirmado: sin mención de modelo de negocio, creación/entrega/captura de valor o ingresos; 0."
Programa de Evaluación Final II,NC8,2,0,"Confirmado: sin mención de propiedad intelectual, registro, marcas u obras protegidas; 0."
Programa de Evaluación Final II,NC9,3,0,"Sin mención de proveedores, tiempos ni recursos; 'Elaboración de alcances' es gestión de alcance (NC12, donde el auditor ya la contó) y la palabra 'ejecución' en 'proyectos de alto nivel... ejecución' refiere a calidad de factura del diseño, no a organizar procesos de producción. 0 defendible."
Programa de Evaluación Final II,NC10,3,0,"Confirmado: sin canales, promoción, venta ni distribución; la 'Exhibición' (5%) es muestra académica de proyectos, no acceso comercial a públicos. 0."
Programa de Evaluación Final II,NC11,3,0,"Confirmado: sin mención de viabilidad, sostenibilidad ni operación bajo condiciones reales; 0."
Programa de Evaluación Final II,NC12,3,2,"Las tres citas existen textualmente ('Aplicar herramientas de gestión para proyectos en equipo', 'Gestionar tareas en trabajos en equipo', 'Elaboración de alcances'): la gestión se aplica en el proyecto, pero el fin de aprendizaje y los criterios no la hacen resultado central; 2 exacto."
Herramientas Digitales para el Diseño,DV4,2,3,"La evidencia existe y justifica el 3. El fin de aprendizaje integra explícitamente 'edición de imagen digital' como una de las tres competencias de software (línea 13 del programa); hay unidad temática completa (retoque y corrección, máscaras, filtros, capas de ajuste, líneas 30-38) y un proyecto in"
Herramientas Digitales para el Diseño,DV6,2,0,"Intenté refutarlo buscando cualquier mención de mensajes, públicos o contextos comunicativos: no existe. 'Piezas gráficas destinadas a medios impresos y digitales' (línea 13) define formatos de salida técnicos, no audiencias ni contextos de comunicación; 'referentes visuales para el desarrollo conce"
Herramientas Digitales para el Diseño,DV7,1,0,"No aparece en el programa: sin mención de marca, identidad ni lenguajes de reconocimiento"
Herramientas Digitales para el Diseño,DV8,1,3,"Evidencia verificada literalmente: el fin de aprendizaje incluye 'maquetación editorial' (línea 13); la tercera unidad es íntegramente editorial (retículas y páginas maestras línea 42, estilos de carácter y párrafo línea 43, jerarquía tipográfica/hifenación línea 44, verificación y exportación línea"
Herramientas Digitales para el Diseño,DV9,1,0,No aparece en el programa: sin visualización de datos ni representación de información/sistemas
Herramientas Digitales para el Diseño,DV10,3,1,"La refutación del 3 original prospera: no existe en todo el programa una sola mención de interfaces, comportamientos, interactividad ni experiencias digitales — 'medios digitales' aparece solo como formato de exportación (líneas 13, 38, 48). Lo único tangencial es 'Introducción a la animación: fotog"
Herramientas Digitales para el Diseño,DV12,1,2,"Ambas citas existen textualmente (líneas 63 y 56). 'Investigar y recopilar referentes visuales para sustentar el desarrollo conceptual y estético de cada proyecto' es obtención de evidencia aplicada dentro de proyectos, y las sesiones de crítica grupal sobre avances implican iteración del proceso. C"
Herramientas Digitales para el Diseño,DV14,1,0,No aparece en el programa: sin definición ni supervisión del lenguaje visual de un proyecto (dirección de arte)
Herramientas Digitales para el Diseño,DV15,1,2,"La cita existe textualmente (línea 56): 'Evaluar los avances de los proyectos en sesiones de crítica grupal, identificando áreas de mejora técnica y estética'. Es crítica y evaluación de decisiones de diseño aplicada sistemáticamente sobre los proyectos del curso, lo que corresponde a nivel 2. No es"
Herramientas Digitales para el Diseño,NC6,1,0,"No aparece en el programa: las piezas gráficas son artefactos de diseño, no hay transformación de idea en oferta implementable"
Herramientas Digitales para el Diseño,NC9,1,2,"Ambas citas existen (líneas 65 y 57) y se refuerzan con el contenido 'Verificación preliminar y exportación a formatos impresos y digitales' (línea 48). Organizar archivos de entrega con nomenclatura y gestión de vínculos, y verificar entregables 'conforme a estándares de la industria', es organizac"
Estrategia de Negocios para Arte y Diseño,DV5,1,0,No aparece: el programa desarrolla la estrategia de negocio de una propuesta ya existente; no hay construcción de concepto de diseño (intención-forma-contenido) en contenidos ni actividades.
Estrategia de Negocios para Arte y Diseño,DV6,1,0,"No aparece: el pitch es presentación oral ('estructura, narrativa y manejo de audiencia', 4.3); el programa nunca menciona formulación de mensajes visuales."
Estrategia de Negocios para Arte y Diseño,DV7,1,0,"'Marcas' solo aparece como categoría legal de propiedad intelectual (1.5 'derechos de autor, marcas, patentes'); no hay construcción de identidad visual. El 'posicionamiento' (4.4) es estratégico-comercial, no de marca visual."
Estrategia de Negocios para Arte y Diseño,DV12,2,0,"La evidencia citada existe y el 0 se sostiene. Toda la investigación del programa es de mercado/convocatorias ('Investigar el entorno competitivo... tendencias, actores clave y oportunidades de mercado', 'Identificar y analizar mínimo 3 convocatorias'), que corresponde a NC, no a DV12 (obtención de "
